sample_id,relative_path,split,x_start,x_end,y_start,y_end,z_start,z_end,susceptibility_si,tmi_min_nt,tmi_max_nt
sample_000713,samples/sample_000713.npz,train,29,37,31,43,2,6,0.05826589778329937,-54.41133723160493,423.63409998135984
sample_000714,samples/sample_000714.npz,train,35,48,17,33,2,10,0.019433364794488216,-32.998172174245596,219.5239886855607
sample_000715,samples/sample_000715.npz,train,17,30,29,40,3,9,0.07160256761499817,-68.38690773696914,544.0211202156889
sample_000716,samples/sample_000716.npz,train,41,51,24,37,16,24,0.07053131400825077,-3.8407477247173345,54.989466578142796
sample_000717,samples/sample_000717.npz,train,39,43,25,41,2,7,0.08109523495903415,-47.892152224640064,462.9121875722695
sample_000718,samples/sample_000718.npz,train,26,35,32,39,5,10,0.09247970713879339,-22.064402416416414,269.225983053873
sample_000719,samples/sample_000719.npz,train,26,37,35,39,3,6,0.09897936700327498,-33.60534264894225,300.3946250209416
sample_000720,samples/sample_000720.npz,train,31,45,34,46,14,18,0.04552537924531776,-2.8574392884270274,36.78069155505312
sample_000721,samples/sample_000721.npz,train,41,51,43,51,9,14,0.055170111125114094,-5.361834868898165,71.1833750558049
sample_000722,samples/sample_000722.npz,train,11,18,23,28,14,18,0.0350926973073846,-0.4979733325994663,7.2563399723411885
sample_000723,samples/sample_000723.npz,train,13,23,18,30,11,19,0.010805164124200583,-1.2133402198886207,16.86437021677288
sample_000724,samples/sample_000724.npz,train,17,31,8,21,11,14,0.039926517548697714,-3.7823548106073765,44.47130570176151
sample_000725,samples/sample_000725.npz,train,39,43,44,48,4,9,0.012539770888037056,-1.2358113534733783,18.759989997452355
sample_000726,samples/sample_000726.npz,train,29,41,39,44,11,18,0.06751273774805205,-3.8204571494009913,53.07145942778827
sample_000727,samples/sample_000727.npz,train,30,37,40,47,15,21,0.022151763866214123,-0.47466485958326854,7.019826765105201
sample_000728,samples/sample_000728.npz,train,30,37,42,52,11,15,0.022323321113404106,-1.071156040509342,14.880347953352107
sample_000729,samples/sample_000729.npz,train,16,27,35,40,12,14,0.08142055371484687,-1.5708161493884911,20.91228405328155
sample_000730,samples/sample_000730.npz,train,36,50,35,48,14,16,0.06425565103996372,-2.5377334582050497,31.69619038866485
sample_000731,samples/sample_000731.npz,train,11,16,37,46,6,12,0.09617210491624083,-12.42993115722765,176.32980663267182
sample_000732,samples/sample_000732.npz,train,13,17,38,52,6,10,0.052744200808531524,-6.426540011004818,79.10399068739429
sample_000733,samples/sample_000733.npz,train,43,55,16,25,8,12,0.09114702140584605,-13.176918717692539,156.4571794136269
sample_000734,samples/sample_000734.npz,train,18,31,10,14,6,9,0.046539089261639924,-5.368394414280921,57.04118074819241
sample_000735,samples/sample_000735.npz,train,31,36,16,27,4,8,0.06132753337461183,-15.570869980297465,183.96951706673912
sample_000736,samples/sample_000736.npz,train,11,24,34,49,11,16,0.03667038598142282,-5.047825299765068,61.43175023234237
sample_000737,samples/sample_000737.npz,train,35,40,8,24,6,9,0.024215119432591057,-3.3709874087986047,38.18011382092928
sample_000738,samples/sample_000738.npz,train,49,55,22,29,14,16,0.09904240427916607,-0.9896398444692395,14.239950214073236
sample_000739,samples/sample_000739.npz,train,36,41,41,45,12,17,0.05881901811993778,-0.7998177377830714,12.002493460914648
sample_000740,samples/sample_000740.npz,train,22,32,20,27,6,12,0.08972638420283792,-18.122575361998656,230.44359717719806
sample_000741,samples/sample_000741.npz,train,24,30,40,54,6,14,0.07761045293115103,-17.72032850777594,234.1902672648584
sample_000742,samples/sample_000742.npz,train,11,24,20,27,9,11,0.0355917173488642,-2.185762537378607,25.470887311971833
sample_000743,samples/sample_000743.npz,train,19,34,12,19,7,11,0.04876774368058882,-9.02415417750198,95.3076498205206
sample_000744,samples/sample_000744.npz,train,23,36,37,49,15,22,0.020307581546474635,-1.4310557293572912,19.604070661688105
sample_000745,samples/sample_000745.npz,train,28,36,15,24,12,15,0.06894767490176862,-2.3105793351888955,31.882217887059966
sample_000746,samples/sample_000746.npz,train,42,47,19,26,3,11,0.07245688648366722,-21.939726546497337,327.68217925261115
sample_000747,samples/sample_000747.npz,train,41,52,16,26,7,9,0.01533506602316196,-1.8738815701914833,20.392845772010375
sample_000748,samples/sample_000748.npz,train,21,33,33,46,15,19,0.09364674439032598,-4.630262584263641,61.83229448919649
sample_000749,samples/sample_000749.npz,train,12,20,17,24,13,21,0.06706273411064605,-2.6119712416744916,39.06300328910347
sample_000750,samples/sample_000750.npz,train,26,33,34,44,4,9,0.07824676138768072,-27.41695314538877,319.5789188883789
sample_000751,samples/sample_000751.npz,train,15,30,31,37,4,6,0.0540619835657106,-16.619907770900394,124.24602894160009
sample_000752,samples/sample_000752.npz,train,32,39,42,52,9,12,0.07448659740877729,-4.644714919578863,61.730491087400225
sample_000753,samples/sample_000753.npz,train,16,22,18,27,3,10,0.03103692418653597,-13.533516380004507,170.96896430978177
sample_000754,samples/sample_000754.npz,train,21,36,16,24,11,18,0.05046242167953203,-5.495677402551917,70.81053375709043
sample_000755,samples/sample_000755.npz,train,25,32,40,46,9,12,0.07076124456359788,-2.8227390841621016,38.964476070246924
sample_000756,samples/sample_000756.npz,train,37,46,16,27,10,17,0.016055858069360242,-1.7415212754156568,24.02370139280312
sample_000757,samples/sample_000757.npz,train,16,24,52,56,12,18,0.08891623548118936,-2.1118408067133783,31.137762695572633
sample_000758,samples/sample_000758.npz,train,9,16,15,31,2,6,0.069253506212617,-63.0118411296611,487.4191476506746
sample_000759,samples/sample_000759.npz,train,28,44,21,35,15,21,0.099269819003982,-8.94004693130931,114.87752885302363
sample_000760,samples/sample_000760.npz,train,9,23,18,24,15,20,0.017984021335995824,-0.5837844609371989,7.937738896468952
sample_000761,samples/sample_000761.npz,train,12,19,18,22,10,17,0.09989344875453733,-3.3127443916701647,49.961551042502904
sample_000762,samples/sample_000762.npz,train,43,51,44,50,14,19,0.04261890284701827,-0.9495624372278167,13.825705009173737
sample_000763,samples/sample_000763.npz,train,15,28,8,15,14,20,0.004602095698777169,-0.21150171568577364,2.911135198300133
sample_000764,samples/sample_000764.npz,train,22,28,40,56,7,15,0.035165152416668816,-6.851477834983701,89.67375667281355
sample_000765,samples/sample_000765.npz,train,15,21,44,56,15,21,0.06949683480465742,-2.1132086235359355,30.638984908591524
sample_000766,samples/sample_000766.npz,train,18,31,34,47,16,18,0.08031516446294967,-2.1283624763034403,27.879705692579606
sample_000767,samples/sample_000767.npz,train,29,38,14,27,12,15,0.04220988864394608,-2.1708298631803187,28.525862670255897
sample_000768,samples/sample_000768.npz,train,11,23,42,49,11,17,0.025309146628115137,-1.8436264505097257,24.909570656653866
sample_000769,samples/sample_000769.npz,train,30,42,29,36,12,16,0.015108140984428267,-0.7212612710126391,9.581399264426492
sample_000770,samples/sample_000770.npz,train,15,24,29,40,7,15,0.004116359620981177,-0.9000869152728416,12.035627876359682
sample_000771,samples/sample_000771.npz,train,47,56,12,20,2,6,0.00947956826371853,-8.112477182451636,66.23308407693038
sample_000772,samples/sample_000772.npz,train,30,42,20,31,5,7,0.006749027941812254,-1.7901763897706913,15.614787215952385
sample_000773,samples/sample_000773.npz,train,37,44,30,43,14,18,0.013672298181981641,-0.4711725300964304,6.566246923659407
sample_000774,samples/sample_000774.npz,train,43,48,43,49,10,16,0.09766710601639568,-3.234124888163795,48.68084817624058
sample_000775,samples/sample_000775.npz,train,36,52,30,35,11,19,0.017051153403550984,-1.3271122556629003,17.328753163989315
sample_000776,samples/sample_000776.npz,train,14,27,34,48,6,9,0.049054513983139605,-15.083139838685986,137.75876861165023
sample_000777,samples/sample_000777.npz,train,42,48,38,48,15,17,0.04327415861775144,-0.5042410971791166,7.184156663697257
sample_000778,samples/sample_000778.npz,train,19,34,39,51,6,11,0.05736153820996192,-23.61436025041274,224.622884617843
sample_000779,samples/sample_000779.npz,train,11,27,32,46,13,20,0.028849854125571766,-3.853296723464874,48.46860787953491
sample_000780,samples/sample_000780.npz,train,29,33,39,44,12,19,0.05975948934445108,-0.9556925518062434,14.755924172590127
sample_000781,samples/sample_000781.npz,train,25,32,48,53,16,23,0.08974038895696841,-1.2958401711759269,19.502827244094348
sample_000782,samples/sample_000782.npz,train,28,44,40,49,13,20,0.05570863074821445,-5.037040735369516,65.58972170598656
sample_000783,samples/sample_000783.npz,train,18,34,27,37,10,17,0.012365105533500235,-2.1155486800367824,25.68872903744884
sample_000784,samples/sample_000784.npz,train,29,43,9,24,8,12,0.02567799868408743,-6.213878213112042,64.47034922213307
sample_000785,samples/sample_000785.npz,train,28,35,23,33,6,9,0.052194481746780694,-7.457151990334516,90.51321319832267
sample_000786,samples/sample_000786.npz,train,47,55,15,29,6,12,0.004734720601990965,-1.31696186516609,15.715116048253286
sample_000787,samples/sample_000787.npz,train,23,31,20,34,12,19,0.07795695824707972,-6.352804804933299,88.46658529503293
sample_000788,samples/sample_000788.npz,train,15,26,15,29,4,9,0.055880855115161075,-35.238707916035864,313.1805466192422
sample_000789,samples/sample_000789.npz,train,24,33,35,46,12,16,0.04624875285446403,-2.5223703679000886,34.16207372063209
sample_000790,samples/sample_000790.npz,train,39,52,26,42,7,12,0.052221603499634055,-17.57777881743329,179.11138558891827
sample_000791,samples/sample_000791.npz,train,11,24,26,33,13,17,0.013069642932520855,-0.5579163583854522,7.388893780137112
sample_000792,samples/sample_000792.npz,train,27,34,15,30,7,9,0.08440624504355211,-8.88874575038703,100.2276803195811
sample_000793,samples/sample_000793.npz,train,37,43,33,43,11,19,0.023127335985741113,-1.3477941269973046,20.084760570980716
sample_000794,samples/sample_000794.npz,train,44,53,37,50,10,13,0.06491400199730894,-5.026911928384837,63.38069169610088
sample_000795,samples/sample_000795.npz,train,36,52,43,56,2,10,0.0713102231552345,-130.1379357840913,801.1553257221232
sample_000796,samples/sample_000796.npz,train,10,25,9,25,7,10,0.016337618338621494,-4.64920148809634,41.728376159591065
sample_000797,samples/sample_000797.npz,train,35,40,19,33,3,8,0.007747233271036307,-3.495883425704883,37.11539007125059
sample_000798,samples/sample_000798.npz,train,24,29,35,44,15,22,0.07636206539131787,-1.618552336511067,24.27354841128736
sample_000799,samples/sample_000799.npz,train,25,40,36,48,9,17,0.0019790299285753817,-0.4772050718464908,5.760159647911607
sample_000800,samples/sample_000800.npz,train,33,46,23,35,4,7,0.006644005211943048,-3.6091377060027763,27.30043566155063
sample_000801,samples/sample_000801.npz,train,31,35,36,42,6,8,0.08636142924566877,-3.7643194104889752,51.452710991781444
sample_000802,samples/sample_000802.npz,train,19,33,19,30,12,20,0.09392211312813202,-11.285911930944884,150.19805539315826
sample_000803,samples/sample_000803.npz,train,17,32,32,38,7,10,0.00997525401838285,-1.3785943734118313,14.121337611853397
sample_000804,samples/sample_000804.npz,train,29,45,33,47,14,21,0.08569958218931702,-9.77752447874158,125.28768057260778
sample_000805,samples/sample_000805.npz,train,40,54,32,41,15,22,0.06628140563466832,-3.849536412273822,52.952583636364444
sample_000806,samples/sample_000806.npz,train,28,32,26,37,7,9,0.05169322789009363,-2.6150245496901077,33.64942340380297
sample_000807,samples/sample_000807.npz,train,18,33,10,22,4,8,0.029839767963207975,-20.667223824515418,152.25399184763936
sample_000808,samples/sample_000808.npz,train,41,51,32,40,9,13,0.09052130781476869,-7.826118334967377,101.77410825757937
sample_000809,samples/sample_000809.npz,train,25,38,47,53,2,9,0.05628609931073906,-54.411791982359226,466.588925662715
sample_000810,samples/sample_000810.npz,train,28,41,27,37,14,21,0.05419281809517339,-3.7729496105394937,51.76897210432552
sample_000811,samples/sample_000811.npz,train,9,22,43,53,10,12,0.09804537740399724,-6.431300046046378,75.50695494444291
sample_000812,samples/sample_000812.npz,train,22,29,27,34,2,7,0.055445985725224654,-36.69810598697297,383.1001375086128
sample_000813,samples/sample_000813.npz,train,35,39,15,29,6,9,0.021173366938428216,-2.2089047557536623,26.465118624910303
sample_000814,samples/sample_000814.npz,train,34,38,30,45,4,9,0.020616651135724952,-5.373960199007572,60.95511349908193
sample_000815,samples/sample_000815.npz,train,12,22,34,49,6,13,0.06254546416300684,-23.349075339572206,266.1430318057103
sample_000816,samples/sample_000816.npz,train,29,45,11,24,4,8,0.043024898388818296,-32.76470417793858,225.10482293463795
sample_000817,samples/sample_000817.npz,train,50,55,8,16,12,16,0.016066472961831137,-0.3711505621806015,5.393166607108771
sample_000818,samples/sample_000818.npz,train,20,29,24,39,7,12,0.051216175483451316,-11.902898149887067,138.1978822431499
sample_000819,samples/sample_000819.npz,train,31,38,28,35,7,14,0.057387940544949764,-6.538784325403946,95.21043481964038
sample_000820,samples/sample_000820.npz,train,37,41,22,27,6,12,0.0016859702604457545,-0.10488898233932673,1.6101853453121833
sample_000821,samples/sample_000821.npz,train,26,31,41,53,5,7,0.09546881417142017,-12.180510038937934,138.646195111918
sample_000822,samples/sample_000822.npz,train,37,53,21,28,3,8,0.02530829716989403,-20.472544476944805,150.28221008716864
sample_000823,samples/sample_000823.npz,train,46,52,15,27,16,21,0.06935398727510615,-1.6188145024157063,23.378662735498963
sample_000824,samples/sample_000824.npz,train,27,32,13,27,12,19,0.05252021439758008,-2.699003154315181,38.54632771993
sample_000825,samples/sample_000825.npz,train,40,54,29,35,15,21,0.09585945067021581,-3.471711002341119,47.739837859726634
sample_000826,samples/sample_000826.npz,train,15,25,12,27,5,12,0.01437744417051047,-7.014373173514224,75.35073998055653
sample_000827,samples/sample_000827.npz,train,51,55,24,32,13,16,0.00659433941221242,-0.0825959177248195,1.2060940785120209
sample_000828,samples/sample_000828.npz,train,31,40,30,43,15,20,0.05359246123902537,-2.3309022223526807,32.479650142024056
sample_000829,samples/sample_000829.npz,train,47,54,32,37,9,12,0.006397131484321999,-0.21505070112990543,3.007184809048379
sample_000830,samples/sample_000830.npz,train,38,44,27,36,9,13,0.03455431833999136,-2.0268378399636973,28.20865298291371
sample_000831,samples/sample_000831.npz,train,15,29,10,15,12,15,0.08792702632932836,-2.8946643933011362,36.86393858044218
sample_000832,samples/sample_000832.npz,train,18,23,33,37,9,13,0.0012552848602094707,-0.029171304000629082,0.4290419568501724
sample_000833,samples/sample_000833.npz,train,32,40,31,43,11,13,0.03420544296397985,-1.3233351304562508,17.339004224291244
sample_000834,samples/sample_000834.npz,train,28,43,20,26,10,15,0.027767480159985796,-2.4119679726842946,29.615086667894282
sample_000835,samples/sample_000835.npz,train,36,49,28,41,12,19,0.05789647525970371,-7.074947728604181,92.63096583575286
sample_000836,samples/sample_000836.npz,train,41,53,8,15,7,12,0.09340988382935571,-15.76225708631764,189.5219541785619
sample_000837,samples/sample_000837.npz,train,10,16,38,49,9,14,0.010977074326939288,-0.8576260317444624,11.830234014206363
sample_000838,samples/sample_000838.npz,train,18,24,24,31,10,12,0.08012209860516346,-1.8540228504814693,25.87542539426709
sample_000839,samples/sample_000839.npz,train,21,34,19,34,16,23,0.008462874493332103,-0.6280365691929036,8.526705180632838
sample_000840,samples/sample_000840.npz,train,43,55,29,42,8,10,0.09892973273120875,-11.933011062963072,127.23971355238875
sample_000841,samples/sample_000841.npz,train,40,56,14,22,3,7,0.022681655065113913,-19.07529316693622,126.24880085733643
sample_000842,samples/sample_000842.npz,train,30,40,18,28,4,6,0.05582893901374124,-17.502542959262684,152.69025212033335
sample_000843,samples/sample_000843.npz,train,42,51,38,48,13,16,0.055994531435469085,-1.907477843585479,26.07169363017875
sample_000844,samples/sample_000844.npz,train,13,24,37,53,2,4,0.052012442164508274,-51.06227483904196,248.85314121038792
sample_000845,samples/sample_000845.npz,train,18,30,12,24,11,18,0.01006808711447267,-1.2751046399004953,16.858343184961022
sample_000846,samples/sample_000846.npz,train,45,50,49,54,14,20,0.07525067647670847,-0.9806139170202783,14.795931027292033
sample_000847,samples/sample_000847.npz,train,8,19,34,49,16,21,0.02997259392292675,-1.5418457825884184,20.959311009270934
sample_000848,samples/sample_000848.npz,train,14,19,8,13,9,17,0.09168038452568289,-3.50645503591761,55.25486871003581
sample_000849,samples/sample_000849.npz,train,9,23,20,33,11,16,0.05666173813685834,-7.465697824262717,91.0617265745407
sample_000850,samples/sample_000850.npz,train,38,43,39,45,3,6,0.06793474460497999,-16.101061382435468,196.75662307212454
sample_000851,samples/sample_000851.npz,train,44,48,13,21,2,9,0.05596235162867253,-24.02157204938429,325.16961061231854
sample_000852,samples/sample_000852.npz,train,39,48,9,13,10,16,0.031746214478093775,-1.2632186460650117,18.13354347131781
sample_000853,samples/sample_000853.npz,train,22,36,45,55,11,17,0.08959179190453834,-10.427313856018008,132.89742760111116
sample_000854,samples/sample_000854.npz,train,36,48,12,27,8,14,0.08285809654275851,-21.450210173302743,247.21047379044396
sample_000855,samples/sample_000855.npz,train,34,48,32,37,3,8,0.03795791670017722,-21.23745140092467,179.6267597500223
sample_000856,samples/sample_000856.npz,train,8,22,36,50,14,20,0.09554366709980054,-8.844512132143768,115.16965255533681
sample_000857,samples/sample_000857.npz,train,17,33,39,44,16,22,0.05507245148807173,-1.6276237022322557,22.066140096782274
sample_000858,samples/sample_000858.npz,train,36,46,49,56,4,10,0.022177245450409964,-8.551539646904706,98.18492136223554
sample_000859,samples/sample_000859.npz,train,39,52,51,56,11,18,0.06195710896841258,-3.782735695058508,51.43626754608217
sample_000860,samples/sample_000860.npz,train,15,31,21,36,4,7,0.02547353282453977,-18.071128492712546,110.94742579411663
sample_000861,samples/sample_000861.npz,train,19,23,19,34,4,6,0.07654949265832522,-12.884151896545966,129.3715191322668
sample_000862,samples/sample_000862.npz,train,20,26,14,30,5,8,0.03360291314749748,-7.542933105931685,78.67769356240842
sample_000863,samples/sample_000863.npz,train,13,20,43,51,14,22,0.014414023517013624,-0.4753091560724692,7.130952794950516
sample_000864,samples/sample_000864.npz,train,35,49,9,23,16,24,0.01713387235245855,-1.3797949176647362,18.852821262012714
sample_000865,samples/sample_000865.npz,train,39,55,44,56,11,18,0.08945098894287634,-14.792520699437514,181.07285454136726
sample_000866,samples/sample_000866.npz,train,19,35,11,25,2,10,0.06678434803451494,-126.13248115922032,757.5622443666333
sample_000867,samples/sample_000867.npz,train,27,41,34,40,15,23,0.04429276391162187,-1.863476188119698,26.219520844405572
sample_000868,samples/sample_000868.npz,train,35,51,41,50,5,12,0.07244032907552658,-37.65626178779222,362.92371100029357
sample_000869,samples/sample_000869.npz,train,12,18,25,41,12,14,0.046318514235042074,-1.3793851384066615,18.011054356027437
sample_000870,samples/sample_000870.npz,train,26,40,18,34,15,21,0.010600707286615888,-0.9417901478816438,12.269932093351946
sample_000871,samples/sample_000871.npz,train,37,49,25,38,8,13,0.058768616792088904,-12.675191919141636,146.36915298838366
sample_000872,samples/sample_000872.npz,train,35,44,26,37,16,24,0.001341228444490672,-0.05657342747127551,0.8265981126218759
sample_000873,samples/sample_000873.npz,train,20,35,22,36,13,19,0.03599167884469556,-4.174818610164877,52.60036715718098
sample_000874,samples/sample_000874.npz,train,27,38,25,41,13,19,0.02863896383630773,-2.7606234796084452,36.300761459413536
sample_000875,samples/sample_000875.npz,train,23,27,9,22,10,13,0.011840355391661585,-0.4168910994673034,5.637916785593002
sample_000876,samples/sample_000876.npz,train,29,40,14,22,14,18,0.026998394595436213,-0.9333690813535443,12.84969134494402
sample_000877,samples/sample_000877.npz,train,35,40,13,28,9,17,0.0016337316893158703,-0.1645336250225991,2.3000058212565824
sample_000878,samples/sample_000878.npz,train,44,52,51,56,2,8,0.020877335833554576,-11.978665370173937,134.5676920364475
sample_000879,samples/sample_000879.npz,train,26,40,21,36,2,4,0.08529468861980086,-98.61869625316334,404.54733855901947
sample_000880,samples/sample_000880.npz,train,19,30,10,25,11,18,0.045926828007012956,-6.421239885814518,83.6696538198412
sample_000881,samples/sample_000881.npz,train,8,16,14,21,10,18,0.07392005025433594,-4.999459482554181,74.19798074911895
sample_000882,samples/sample_000882.npz,train,48,52,15,21,12,14,0.059106432252927624,-0.5061554727656434,7.387649713828093
sample_000883,samples/sample_000883.npz,train,20,28,23,39,2,10,0.07914152747218932,-89.40857078535218,793.0921925924498
sample_000884,samples/sample_000884.npz,train,33,42,25,36,12,15,0.07908141473595014,-3.5395910733447162,47.34101119657611
sample_000885,samples/sample_000885.npz,train,24,31,14,23,11,17,0.0673943030010126,-3.680295227227843,52.958354628601185
sample_000886,samples/sample_000886.npz,train,11,17,20,34,6,12,0.08110560882289176,-17.192273574463073,215.54881192534145
sample_000887,samples/sample_000887.npz,train,31,41,24,35,4,12,0.07322358840959547,-40.679923148605376,457.7090667669308
sample_000888,samples/sample_000888.npz,train,34,50,42,56,3,11,0.02152316682553881,-28.31363171558641,203.28697438303104
sample_000889,samples/sample_000889.npz,train,36,46,22,34,15,23,0.0851861892102961,-4.98205420266521,71.36856482371488
sample_000890,samples/sample_000890.npz,train,16,26,24,33,9,16,0.06874042328437015,-8.541831126044372,116.73210918259912
sample_000891,samples/sample_000891.npz,train,41,51,32,46,14,21,0.057846478959072814,-4.2170162409973155,58.50864888924901
sample_000892,samples/sample_000892.npz,train,21,30,31,37,14,18,0.09299453455862322,-2.014565870979799,28.680388548291162
sample_000893,samples/sample_000893.npz,train,42,50,25,31,5,8,0.0012862335926374373,-0.1972311723482048,2.367803370596364
sample_000894,samples/sample_000894.npz,train,22,35,8,23,13,15,0.07380379020929799,-3.6392078658354143,44.46220543044681
sample_000895,samples/sample_000895.npz,train,27,40,12,26,8,12,0.09433584774071603,-20.441206127606904,220.52049919588083
sample_000896,samples/sample_000896.npz,train,16,27,12,20,15,21,0.029280238626550183,-1.1087610821025629,15.705231583295442
sample_000897,samples/sample_000897.npz,train,12,27,41,51,14,19,0.03752637536744473,-2.4740621528604576,32.141065574873856
sample_000898,samples/sample_000898.npz,train,43,53,19,28,8,10,0.002265699603333463,-0.17683692654711744,2.1160374898235577
sample_000899,samples/sample_000899.npz,train,14,25,21,26,7,13,0.09428532946805931,-11.55337842995315,150.4801012260183
sample_000900,samples/sample_000900.npz,train,41,52,21,33,14,17,0.0825487561255108,-3.348421904583916,44.47666393324329
sample_000901,samples/sample_000901.npz,train,15,25,15,25,13,17,0.0959888481320283,-4.429143873768353,60.53076438234129
sample_000902,samples/sample_000902.npz,train,10,21,42,55,12,14,0.005862042410063234,-0.2668432723955761,3.3526049114974623
sample_000903,samples/sample_000903.npz,train,24,33,12,28,13,17,0.028182318655363747,-1.743180628268217,22.883810592862247
sample_000904,samples/sample_000904.npz,train,28,42,34,50,8,15,0.0030493722557860545,-1.0055043163689859,11.126089665851575
sample_000905,samples/sample_000905.npz,train,51,55,18,34,13,19,0.06360927299118445,-2.2767649018300267,31.988216172393948
sample_000906,samples/sample_000906.npz,train,34,38,22,31,6,8,0.06880412965803853,-4.147193417222048,53.67384014397343
sample_000907,samples/sample_000907.npz,train,13,23,34,47,12,15,0.09955076126802893,-5.665489063059853,73.48735791939387
sample_000908,samples/sample_000908.npz,train,34,50,26,34,9,17,0.05375061969622581,-9.691024812487411,118.97358372601057
sample_000909,samples/sample_000909.npz,train,21,36,36,40,11,14,0.04678764450660333,-1.6252068974988585,19.89059875886747
sample_000910,samples/sample_000910.npz,train,10,14,32,41,10,18,0.07788253954458506,-3.353761483288612,51.28475326192361
sample_000911,samples/sample_000911.npz,train,43,50,26,39,5,11,0.012775542818119497,-3.987223330158112,47.58319341388715
sample_000912,samples/sample_000912.npz,train,8,18,26,31,2,7,0.08126370191149865,-56.42992492056473,518.1658124261685
sample_000913,samples/sample_000913.npz,train,14,29,19,29,12,17,0.09753886110041647,-9.095793748456424,114.0844670657518
sample_000914,samples/sample_000914.npz,train,16,27,20,34,14,16,0.024543860150721433,-0.8202095991525311,10.613886344063458
sample_000915,samples/sample_000915.npz,train,11,24,13,25,15,21,0.04130367281560263,-2.6695234759296076,36.171837373199075
sample_000916,samples/sample_000916.npz,train,21,26,13,17,8,11,0.04861762376417362,-1.2453662799696934,18.005579638531923
sample_000917,samples/sample_000917.npz,train,27,38,16,31,15,20,0.07511667674592203,-4.485546924450777,60.347081018406136
sample_000918,samples/sample_000918.npz,train,38,42,19,26,8,14,0.002034466142097387,-0.09907410304071743,1.4933720283469751
sample_000919,samples/sample_000919.npz,train,38,43,40,46,16,22,0.08146336641802411,-0.9238739044259138,13.894081907998569
sample_000920,samples/sample_000920.npz,train,29,44,34,48,10,17,0.07679039398905234,-16.356560109432483,194.8242094828716
sample_000921,samples/sample_000921.npz,train,30,46,25,35,12,17,0.04973918239097031,-4.921510440464829,60.56456064722921
sample_000922,samples/sample_000922.npz,train,30,46,10,14,8,14,0.003121289450669513,-0.33424454256672426,3.8869930294966846
sample_000923,samples/sample_000923.npz,train,27,32,40,53,16,19,0.026935876332871,-0.39043974252819647,5.549641467111737
sample_000924,samples/sample_000924.npz,train,22,30,28,32,8,11,0.08248096769682678,-3.328778091345083,44.991172878886374
sample_000925,samples/sample_000925.npz,train,16,24,39,50,8,11,0.051055183864479596,-5.01190262307575,62.777422068209574
sample_000926,samples/sample_000926.npz,train,16,30,10,21,9,13,0.03879551894252628,-5.960108126605872,68.01675820500985
sample_000927,samples/sample_000927.npz,train,29,34,39,48,12,15,0.06614156124738839,-1.3992314469811367,19.934454935900543
sample_000928,samples/sample_000928.npz,train,28,33,44,56,6,12,0.03733043259354542,-5.995278094906124,80.02775550974015
sample_000929,samples/sample_000929.npz,train,49,56,20,31,12,19,0.07057701359482882,-4.109036297322911,59.34350837781907
sample_000930,samples/sample_000930.npz,train,23,38,19,34,7,10,0.03154333761050177,-8.672389952128267,79.00764314684469
sample_000931,samples/sample_000931.npz,train,10,16,21,29,11,15,0.06983649338856207,-2.363198455004375,33.84541158076839
sample_000932,samples/sample_000932.npz,train,39,46,28,35,13,21,0.040876592319607184,-1.396525517043208,21.040740817739977
sample_000933,samples/sample_000933.npz,train,33,38,18,27,12,20,0.027308346577892113,-1.0063999272221975,15.236869460381516
sample_000934,samples/sample_000934.npz,train,13,25,26,42,12,15,0.035285826391231324,-2.7970346846476315,34.088857172080495
sample_000935,samples/sample_000935.npz,train,22,36,34,45,12,14,0.05625164569831139,-2.7959936206859624,33.829821971065506
sample_000936,samples/sample_000936.npz,train,43,52,33,44,7,11,0.08870094407173751,-14.986751902590981,180.9079375598827
sample_000937,samples/sample_000937.npz,train,39,46,41,46,8,13,0.06843897771353598,-3.9315022263774297,56.392313318727446
sample_000938,samples/sample_000938.npz,train,14,26,12,27,5,11,0.05124604250944219,-28.09420885906121,271.46458097213525
sample_000939,samples/sample_000939.npz,train,17,30,15,29,3,6,0.04514610879884654,-38.480085893499755,234.88985558104685
sample_000940,samples/sample_000940.npz,train,31,39,14,20,11,19,0.07551621965049997,-3.6252917200786197,54.419980090086725
sample_000941,samples/sample_000941.npz,train,26,38,20,36,11,16,0.05213679175914003,-6.984152046530413,85.72850398955424
sample_000942,samples/sample_000942.npz,train,47,55,41,51,14,17,0.06724785301533814,-1.7068263352646127,23.878958741474644
sample_000943,samples/sample_000943.npz,train,28,44,34,48,8,10,0.09519814141914557,-15.45458232139803,143.57754603404607
sample_000944,samples/sample_000944.npz,train,35,47,9,22,3,7,0.07975841636896217,-69.46083705542823,495.8758634405642
sample_000945,samples/sample_000945.npz,train,19,24,20,24,7,15,0.08662268307652578,-4.3229667754355035,69.51076851179793
sample_000946,samples/sample_000946.npz,train,27,34,37,42,2,4,0.08685123549412659,-36.26294287750222,326.404243766404
sample_000947,samples/sample_000947.npz,train,29,40,14,29,16,24,0.09849778259366558,-6.677564748946027,93.50661430457956
sample_000948,samples/sample_000948.npz,train,51,55,29,36,9,12,0.007569215805481372,-0.2008869752703282,2.8891496383586093
sample_000949,samples/sample_000949.npz,train,17,32,20,24,7,9,0.056622693912813916,-4.12575923904845,41.715067871889644
sample_000950,samples/sample_000950.npz,train,42,53,21,30,12,20,0.015673454745461394,-1.2501963633772335,17.668449134077157
